Player,Team,Pos,Matrix,iXG_pct,iXA_pct,Med10_SOG,i5v5_points60,i5v5_iCF60,Conf_Point,Conf_SOG,Conf_Goal,Reg_P10,Reg_G10,Reg_SOG10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S
Nils Aman,VAN,C,Red,3.7815126050420167,7.322929171668667,,0.0,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Nils Aman,VAN,C,Red,3.7815126050420167,7.322929171668667,,,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Nils Aman,VAN,C,Red,3.7815126050420167,7.322929171668667,,,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Justin Sourdif,WSH,R,Yellow,72.14885954381752,59.06362545018007,,0.020292083013066873,,57.0,64.0,66.0,,,,COOL,COOL,COOL
Justin Sourdif,WSH,R,Yellow,72.14885954381752,59.06362545018007,,0.0,,57.0,64.0,66.0,,,,COOL,COOL,COOL
Justin Sourdif,WSH,R,Yellow,72.14885954381752,59.06362545018007,,0.06,,57.0,64.0,66.0,,,,COOL,COOL,COOL
Logan Mailloux,STL,D,Red,23.289315726290518,19.08763505402161,,0.0027524198357722833,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Logan Mailloux,STL,D,Red,23.289315726290518,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Logan Mailloux,STL,D,Red,23.289315726290518,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Kaapo Kakko,SEA,R,Red,48.019207683073226,59.06362545018007,,0.024495509156654615,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Kaapo Kakko,SEA,R,Red,48.019207683073226,59.06362545018007,,0.0,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Kaapo Kakko,SEA,R,Red,48.019207683073226,59.06362545018007,,0.09564293304994687,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Travis Mitchell,NYI,D,Red,12.304921968787514,7.322929171668667,,0.00975292587776333,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Travis Mitchell,NYI,D,Red,12.304921968787514,7.322929171668667,,0.0,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Travis Mitchell,NYI,D,Red,12.304921968787514,7.322929171668667,,,,19.0,25.0,23.0,,,,COOL,COOL,COOL
Adam Klapka,CGY,R,Red,51.86074429771909,43.037214885954384,,0.018820577164366373,,45.0,51.0,51.0,,,,COOL,COOL,COOL
Adam Klapka,CGY,R,Red,51.86074429771909,43.037214885954384,,,,45.0,51.0,51.0,,,,COOL,COOL,COOL
Adam Klapka,CGY,R,Red,51.86074429771909,43.037214885954384,,0.036991368680641186,,45.0,51.0,51.0,,,,COOL,COOL,COOL
Donovan Sebrango,FLA,D,Red,8.703481392557023,26.290516206482593,,0.012108980827447022,,33.0,23.0,20.0,,,,COOL,COOL,COOL
Donovan Sebrango,FLA,D,Red,8.703481392557023,26.290516206482593,,0.0,,33.0,23.0,20.0,,,,COOL,COOL,COOL
Donovan Sebrango,FLA,D,Red,8.703481392557023,26.290516206482593,,0.0,,33.0,23.0,20.0,,,,COOL,COOL,COOL
Jared Spurgeon,MIN,D,Red,49.09963985594238,59.06362545018007,,0.0071154119823537785,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Jared Spurgeon,MIN,D,Red,49.09963985594238,59.06362545018007,,0.0,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Jared Spurgeon,MIN,D,Red,49.09963985594238,59.06362545018007,,0.048009601920384073,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Kirill Kaprizov,MIN,L,Yellow,99.39975990396158,96.33853541416568,,0.02991704818457912,,83.0,82.0,86.0,,,,COOL,COOL,COOL
Kirill Kaprizov,MIN,L,Yellow,99.39975990396158,96.33853541416568,,0.0,,83.0,82.0,86.0,,,,COOL,COOL,COOL
Kirill Kaprizov,MIN,L,Yellow,99.39975990396158,96.33853541416568,,0.06321233598314338,,83.0,82.0,86.0,,,,COOL,COOL,COOL
Carter Verhaeghe,FLA,C,Yellow,86.79471788715486,86.8547418967587,,0.039368904530406514,,77.0,74.0,76.0,,,,COOL,COOL,COOL
Carter Verhaeghe,FLA,C,Yellow,86.79471788715486,86.8547418967587,,0.0,,77.0,74.0,76.0,,,,COOL,COOL,COOL
Carter Verhaeghe,FLA,C,Yellow,86.79471788715486,86.8547418967587,,0.04513993379476377,,77.0,74.0,76.0,,,,COOL,COOL,COOL
Marcus Johansson,MIN,L,Yellow,71.54861944777912,91.41656662665066,,0.034842140652220424,,80.0,64.0,66.0,,,,COOL,COOL,COOL
Marcus Johansson,MIN,L,Yellow,71.54861944777912,91.41656662665066,,0.03260869565217391,,80.0,64.0,66.0,,,,COOL,COOL,COOL
Marcus Johansson,MIN,L,Yellow,71.54861944777912,91.41656662665066,,0.11928429423459244,,80.0,64.0,66.0,,,,COOL,COOL,COOL
Brandon Montour,SEA,D,Red,58.70348139255702,67.52701080432173,,0.015799868334430547,,63.0,56.0,56.0,,,,COOL,COOL,COOL
Brandon Montour,SEA,D,Red,58.70348139255702,67.52701080432173,,0.0,,63.0,56.0,56.0,,,,COOL,COOL,COOL
Brandon Montour,SEA,D,Red,58.70348139255702,67.52701080432173,,0.07719523962688968,,63.0,56.0,56.0,,,,COOL,COOL,COOL
Logan Stankoven,CAR,C,Yellow,90.27611044417768,70.88835534213686,,0.02303739145844409,,65.0,76.0,79.0,,,,COOL,COOL,COOL
Logan Stankoven,CAR,C,Yellow,90.27611044417768,70.88835534213686,,0.0,,65.0,76.0,79.0,,,,COOL,COOL,COOL
Logan Stankoven,CAR,C,Yellow,90.27611044417768,70.88835534213686,,0.04455445544554455,,65.0,76.0,79.0,,,,COOL,COOL,COOL
Eeli Tolvanen,SEA,R,Yellow,79.77190876350541,88.35534213685474,,0.019786307874950535,,78.0,69.0,71.0,,,,COOL,COOL,COOL
Eeli Tolvanen,SEA,R,Yellow,79.77190876350541,88.35534213685474,,0.0,,78.0,69.0,71.0,,,,COOL,COOL,COOL
Eeli Tolvanen,SEA,R,Yellow,79.77190876350541,88.35534213685474,,0.08557457212713937,,78.0,69.0,71.0,,,,COOL,COOL,COOL
Nathan MacKinnon,COL,C,Yellow,99.87995198079231,99.57983193277312,,0.06236388833894278,,86.0,82.0,86.0,,,,COOL,COOL,COOL
Nathan MacKinnon,COL,C,Yellow,99.87995198079231,99.57983193277312,,0.0,,86.0,82.0,86.0,,,,COOL,COOL,COOL
Nathan MacKinnon,COL,C,Yellow,99.87995198079231,99.57983193277312,,0.08883131303784585,,86.0,82.0,86.0,,,,COOL,COOL,COOL
Barrett Hayton,UTA,C,Yellow,84.15366146458584,59.06362545018007,,0.0166562565063502,,57.0,72.0,75.0,,,,COOL,COOL,COOL
Barrett Hayton,UTA,C,Yellow,84.15366146458584,59.06362545018007,,0.0,,57.0,72.0,75.0,,,,COOL,COOL,COOL
Barrett Hayton,UTA,C,Yellow,84.15366146458584,59.06362545018007,,0.04441154700222058,,57.0,72.0,75.0,,,,COOL,COOL,COOL
Keegan Kolesar,VGK,R,Red,40.0360144057623,48.67947178871548,,0.017046146353342263,,49.0,44.0,43.0,,,,COOL,COOL,COOL
Keegan Kolesar,VGK,R,Red,40.0360144057623,48.67947178871548,,0.0,,49.0,44.0,43.0,,,,COOL,COOL,COOL
Keegan Kolesar,VGK,R,Red,40.0360144057623,48.67947178871548,,0.0,,49.0,44.0,43.0,,,,COOL,COOL,COOL
JJ Peterka,UTA,R,Yellow,75.27010804321729,79.59183673469387,,0.0433429651033563,,71.0,66.0,68.0,,,,COOL,COOL,COOL
JJ Peterka,UTA,R,Yellow,75.27010804321729,79.59183673469387,,0.0,,71.0,66.0,68.0,,,,COOL,COOL,COOL
JJ Peterka,UTA,R,Yellow,75.27010804321729,79.59183673469387,,0.02190580503833516,,71.0,66.0,68.0,,,,COOL,COOL,COOL
Ryan Johnson,BUF,D,Red,2.8211284513805523,7.322929171668667,,0.0,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Ryan Johnson,BUF,D,Red,2.8211284513805523,7.322929171668667,,0.0,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Ryan Johnson,BUF,D,Red,2.8211284513805523,7.322929171668667,,,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Noah Juulsen,PHI,D,Red,19.267707082833134,36.97478991596639,,0.01200420147051468,,41.0,30.0,28.0,,,,COOL,COOL,COOL
Noah Juulsen,PHI,D,Red,19.267707082833134,36.97478991596639,,0.0,,41.0,30.0,28.0,,,,COOL,COOL,COOL
Noah Juulsen,PHI,D,Red,19.267707082833134,36.97478991596639,,0.0,,41.0,30.0,28.0,,,,COOL,COOL,COOL
Collin Graf,SJS,R,Yellow,80.97238895558223,67.52701080432173,,0.026154310431546122,,63.0,70.0,72.0,,,,COOL,COOL,COOL
Collin Graf,SJS,R,Yellow,80.97238895558223,67.52701080432173,,0.018259281801582473,,63.0,70.0,72.0,,,,COOL,COOL,COOL
Collin Graf,SJS,R,Yellow,80.97238895558223,67.52701080432173,,0.0,,63.0,70.0,72.0,,,,COOL,COOL,COOL
Joshua Mahura,SEA,D,Red,18.007202881152462,26.290516206482593,,0.0073937153419593345,,33.0,29.0,27.0,,,,COOL,COOL,COOL
Joshua Mahura,SEA,D,Red,18.007202881152462,26.290516206482593,,0.0,,33.0,29.0,27.0,,,,COOL,COOL,COOL
Joshua Mahura,SEA,D,Red,18.007202881152462,26.290516206482593,,0.0,,33.0,29.0,27.0,,,,COOL,COOL,COOL
Conor Geekie,TBL,C,Red,24.729891956782712,19.08763505402161,,0.01770433756270286,,28.0,34.0,32.0,,,,COOL,COOL,COOL
Conor Geekie,TBL,C,Red,24.729891956782712,19.08763505402161,,,,28.0,34.0,32.0,,,,COOL,COOL,COOL
Conor Geekie,TBL,C,Red,24.729891956782712,19.08763505402161,,0.0,,28.0,34.0,32.0,,,,COOL,COOL,COOL
Victor Hedman,TBL,D,Red,29.891956782713088,73.58943577430972,,0.01862081807460741,,67.0,37.0,36.0,,,,COOL,COOL,COOL
Victor Hedman,TBL,D,Red,29.891956782713088,73.58943577430972,,0.0,,67.0,37.0,36.0,,,,COOL,COOL,COOL
Victor Hedman,TBL,D,Red,29.891956782713088,73.58943577430972,,0.11388801012337868,,67.0,37.0,36.0,,,,COOL,COOL,COOL
Kaedan Korczak,VGK,D,Red,36.79471788715486,53.96158463385354,,0.0155448468832582,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Kaedan Korczak,VGK,D,Red,36.79471788715486,53.96158463385354,,0.0,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Kaedan Korczak,VGK,D,Red,36.79471788715486,53.96158463385354,,0.0,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Joel Kiviranta,COL,L,Red,40.57623049219688,31.392557022809125,,0.023316817254444767,,37.0,44.0,43.0,,,,COOL,COOL,COOL
Joel Kiviranta,COL,L,Red,40.57623049219688,31.392557022809125,,0.0,,37.0,44.0,43.0,,,,COOL,COOL,COOL
Joel Kiviranta,COL,L,Red,40.57623049219688,31.392557022809125,,0.0,,37.0,44.0,43.0,,,,COOL,COOL,COOL
Anthony Beauvillier,WSH,L,Yellow,86.67466986794717,48.67947178871548,,0.02062446290461186,,49.0,74.0,76.0,,,,COOL,COOL,COOL
Anthony Beauvillier,WSH,L,Yellow,86.67466986794717,48.67947178871548,,0.0,,49.0,74.0,76.0,,,,COOL,COOL,COOL
Anthony Beauvillier,WSH,L,Yellow,86.67466986794717,48.67947178871548,,0.0,,49.0,74.0,76.0,,,,COOL,COOL,COOL
Will Cuylle,NYR,L,Yellow,91.23649459783914,76.53061224489795,,0.019246471480228625,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Will Cuylle,NYR,L,Yellow,91.23649459783914,76.53061224489795,,0.0,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Will Cuylle,NYR,L,Yellow,91.23649459783914,76.53061224489795,,0.1038961038961039,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Olli Mtt,UTA,D,Red,11.944777911164465,19.08763505402161,,0.004470938897168405,,28.0,25.0,23.0,,,,COOL,COOL,COOL
Olli Mtt,UTA,D,Red,11.944777911164465,19.08763505402161,,0.0,,28.0,25.0,23.0,,,,COOL,COOL,COOL
Olli Mtt,UTA,D,Red,11.944777911164465,19.08763505402161,,0.0,,28.0,25.0,23.0,,,,COOL,COOL,COOL
Christian Dvorak,PHI,C,Yellow,87.87515006002401,85.1140456182473,,0.0328717090245016,,75.0,75.0,77.0,,,,COOL,COOL,COOL
Christian Dvorak,PHI,C,Yellow,87.87515006002401,85.1140456182473,,0.0,,75.0,75.0,77.0,,,,COOL,COOL,COOL
Christian Dvorak,PHI,C,Yellow,87.87515006002401,85.1140456182473,,0.0,,75.0,75.0,77.0,,,,COOL,COOL,COOL
Justin Brazeau,PIT,R,Yellow,76.41056422569028,59.06362545018007,,0.04580852038479157,,57.0,67.0,69.0,,,,COOL,COOL,COOL
Justin Brazeau,PIT,R,Yellow,76.41056422569028,59.06362545018007,,0.0,,57.0,67.0,69.0,,,,COOL,COOL,COOL
Justin Brazeau,PIT,R,Yellow,76.41056422569028,59.06362545018007,,0.11242973141786383,,57.0,67.0,69.0,,,,COOL,COOL,COOL
Nick Foligno,CHI,L,Red,40.27611044417767,48.67947178871548,,0.02279462046956918,,49.0,44.0,43.0,,,,COOL,COOL,COOL
Nick Foligno,CHI,L,Red,40.27611044417767,48.67947178871548,,0.0,,49.0,44.0,43.0,,,,COOL,COOL,COOL
Nick Foligno,CHI,L,Red,40.27611044417767,48.67947178871548,,0.04169562195969423,,49.0,44.0,43.0,,,,COOL,COOL,COOL
Thomas Harley,DAL,D,Red,53.84153661464586,76.53061224489795,,0.020805640640351383,,69.0,52.0,53.0,,,,COOL,COOL,COOL
Thomas Harley,DAL,D,Red,53.84153661464586,76.53061224489795,,0.0,,69.0,52.0,53.0,,,,COOL,COOL,COOL
Thomas Harley,DAL,D,Red,53.84153661464586,76.53061224489795,,0.0749375520399667,,69.0,52.0,53.0,,,,COOL,COOL,COOL
Mason Lohrei,BOS,D,Red,35.89435774309724,79.59183673469387,,0.020182869025412067,,71.0,41.0,40.0,,,,COOL,COOL,COOL
Mason Lohrei,BOS,D,Red,35.89435774309724,79.59183673469387,,0.0,,71.0,41.0,40.0,,,,COOL,COOL,COOL
Mason Lohrei,BOS,D,Red,35.89435774309724,79.59183673469387,,0.08562254727078131,,71.0,41.0,40.0,,,,COOL,COOL,COOL
Jordan Staal,CAR,C,Yellow,75.75030012004802,48.67947178871548,,0.026626612958284973,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Jordan Staal,CAR,C,Yellow,75.75030012004802,48.67947178871548,,0.0,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Jordan Staal,CAR,C,Yellow,75.75030012004802,48.67947178871548,,0.09819967266775777,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Corey Perry,LAK,R,Yellow,87.03481392557023,73.58943577430972,,0.028515754954612425,,67.0,74.0,77.0,,,,COOL,COOL,COOL
Corey Perry,LAK,R,Yellow,87.03481392557023,73.58943577430972,,,,67.0,74.0,77.0,,,,COOL,COOL,COOL
Corey Perry,LAK,R,Yellow,87.03481392557023,73.58943577430972,,0.0971266693646297,,67.0,74.0,77.0,,,,COOL,COOL,COOL
Alex DeBrincat,DET,R,Yellow,99.51980792316927,91.41656662665066,,0.03895114172005984,,80.0,82.0,86.0,,,,COOL,COOL,COOL
Alex DeBrincat,DET,R,Yellow,99.51980792316927,91.41656662665066,,0.0,,80.0,82.0,86.0,,,,COOL,COOL,COOL
Alex DeBrincat,DET,R,Yellow,99.51980792316927,91.41656662665066,,0.0914419695193435,,80.0,82.0,86.0,,,,COOL,COOL,COOL
Georgii Merkulov,BOS,C,Red,1.800720288115246,7.322929171668667,,0.0,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Georgii Merkulov,BOS,C,Red,1.800720288115246,7.322929171668667,,,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Georgii Merkulov,BOS,C,Red,1.800720288115246,7.322929171668667,,,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Jonatan Berggren,STL,R,Red,52.881152460984396,48.67947178871548,,0.033843068438205066,,49.0,52.0,52.0,,,,COOL,COOL,COOL
Jonatan Berggren,STL,R,Red,52.881152460984396,48.67947178871548,,0.0,,49.0,52.0,52.0,,,,COOL,COOL,COOL
Jonatan Berggren,STL,R,Red,52.881152460984396,48.67947178871548,,0.08553100498930863,,49.0,52.0,52.0,,,,COOL,COOL,COOL
Evan Bouchard,EDM,D,Yellow,71.90876350540216,98.37935174069628,,0.025211199080012386,,85.0,64.0,66.0,,,,COOL,COOL,COOL
Evan Bouchard,EDM,D,Yellow,71.90876350540216,98.37935174069628,,0.013051990428540352,,85.0,64.0,66.0,,,,COOL,COOL,COOL
Evan Bouchard,EDM,D,Yellow,71.90876350540216,98.37935174069628,,0.10062290368950647,,85.0,64.0,66.0,,,,COOL,COOL,COOL
Jonathan Lekkerimki,VAN,R,Red,7.563025210084033,19.08763505402161,,0.026917900403768506,,28.0,22.0,19.0,,,,COOL,COOL,COOL
Jonathan Lekkerimki,VAN,R,Red,7.563025210084033,19.08763505402161,,,,28.0,22.0,19.0,,,,COOL,COOL,COOL
Jonathan Lekkerimki,VAN,R,Red,7.563025210084033,19.08763505402161,,0.0,,28.0,22.0,19.0,,,,COOL,COOL,COOL
Isaac Howard,EDM,L,Red,35.294117647058826,19.08763505402161,,0.018227848101265823,,28.0,40.0,39.0,,,,COOL,COOL,COOL
Isaac Howard,EDM,L,Red,35.294117647058826,19.08763505402161,,,,28.0,40.0,39.0,,,,COOL,COOL,COOL
Isaac Howard,EDM,L,Red,35.294117647058826,19.08763505402161,,0.0,,28.0,40.0,39.0,,,,COOL,COOL,COOL
Brayden Schenn,STL,C,Yellow,85.05402160864347,59.06362545018007,,0.02154993783671778,,57.0,73.0,75.0,,,,COOL,COOL,COOL
Brayden Schenn,STL,C,Yellow,85.05402160864347,59.06362545018007,,0.0,,57.0,73.0,75.0,,,,COOL,COOL,COOL
Brayden Schenn,STL,C,Yellow,85.05402160864347,59.06362545018007,,0.039275583678813,,57.0,73.0,75.0,,,,COOL,COOL,COOL
Logan Stanley,WPG,D,Red,38.41536614645859,48.67947178871548,,0.018162304961611492,,49.0,42.0,42.0,,,,COOL,COOL,COOL
Logan Stanley,WPG,D,Red,38.41536614645859,48.67947178871548,,0.0,,49.0,42.0,42.0,,,,COOL,COOL,COOL
Logan Stanley,WPG,D,Red,38.41536614645859,48.67947178871548,,0.0,,49.0,42.0,42.0,,,,COOL,COOL,COOL
Patrick Kane,DET,R,Yellow,72.3889555822329,88.35534213685474,,0.035182679296346414,,78.0,65.0,66.0,,,,COOL,COOL,COOL
Patrick Kane,DET,R,Yellow,72.3889555822329,88.35534213685474,,0.0,,78.0,65.0,66.0,,,,COOL,COOL,COOL
Patrick Kane,DET,R,Yellow,72.3889555822329,88.35534213685474,,0.08536368486573004,,78.0,65.0,66.0,,,,COOL,COOL,COOL
Dylan Larkin,DET,C,Yellow,99.15966386554622,86.8547418967587,,0.028548770816812053,,77.0,82.0,85.0,,,,COOL,COOL,COOL
Dylan Larkin,DET,C,Yellow,99.15966386554622,86.8547418967587,,0.0,,77.0,82.0,85.0,,,,COOL,COOL,COOL
Dylan Larkin,DET,C,Yellow,99.15966386554622,86.8547418967587,,0.06266682139955901,,77.0,82.0,85.0,,,,COOL,COOL,COOL
Charle-Edouard D'Astous,TBL,D,Red,33.31332533013205,70.88835534213686,,0.021891817933047522,,65.0,39.0,38.0,,,,COOL,COOL,COOL
Charle-Edouard D'Astous,TBL,D,Red,33.31332533013205,70.88835534213686,,0.0,,65.0,39.0,38.0,,,,COOL,COOL,COOL
Charle-Edouard D'Astous,TBL,D,Red,33.31332533013205,70.88835534213686,,0.043010752688172046,,65.0,39.0,38.0,,,,COOL,COOL,COOL
Arber Xhekaj,MTL,D,Red,23.589435774309724,19.08763505402161,,0.0046719875413665565,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Arber Xhekaj,MTL,D,Red,23.589435774309724,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Arber Xhekaj,MTL,D,Red,23.589435774309724,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Nicolas Roy,TOR,C,Yellow,65.12605042016807,70.88835534213686,,0.02427809453742873,,65.0,60.0,61.0,,,,COOL,COOL,COOL
Nicolas Roy,TOR,C,Yellow,65.12605042016807,70.88835534213686,,0.015247776365946633,,65.0,60.0,61.0,,,,COOL,COOL,COOL
Nicolas Roy,TOR,C,Yellow,65.12605042016807,70.88835534213686,,0.02861230329041488,,65.0,60.0,61.0,,,,COOL,COOL,COOL
Brett Kulak,PIT,D,Red,28.931572629051622,36.97478991596639,,0.0044249963125030725,,41.0,36.0,35.0,,,,COOL,COOL,COOL
Brett Kulak,PIT,D,Red,28.931572629051622,36.97478991596639,,0.0,,41.0,36.0,35.0,,,,COOL,COOL,COOL
Brett Kulak,PIT,D,Red,28.931572629051622,36.97478991596639,,0.0,,41.0,36.0,35.0,,,,COOL,COOL,COOL
Warren Foegele,LAK,L,Yellow,66.86674669867946,19.08763505402161,,0.01278227524499361,,28.0,61.0,62.0,,,,COOL,COOL,COOL
Warren Foegele,LAK,L,Yellow,66.86674669867946,19.08763505402161,,0.0,,28.0,61.0,62.0,,,,COOL,COOL,COOL
Warren Foegele,LAK,L,Yellow,66.86674669867946,19.08763505402161,,0.0,,28.0,61.0,62.0,,,,COOL,COOL,COOL
Mason Geertsen,BUF,L,Red,1.800720288115246,7.322929171668667,,0.0,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Mason Geertsen,BUF,L,Red,1.800720288115246,7.322929171668667,,,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Mason Geertsen,BUF,L,Red,1.800720288115246,7.322929171668667,,0.0,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Hendrix Lapierre,WSH,C,Red,64.58583433373349,48.67947178871548,,0.01755669348939283,,49.0,59.0,61.0,,,,COOL,COOL,COOL
Hendrix Lapierre,WSH,C,Red,64.58583433373349,48.67947178871548,,0.0,,49.0,59.0,61.0,,,,COOL,COOL,COOL
Hendrix Lapierre,WSH,C,Red,64.58583433373349,48.67947178871548,,0.0,,49.0,59.0,61.0,,,,COOL,COOL,COOL
David Perron,OTT,L,Yellow,66.98679471788715,76.53061224489795,,0.03043257734946743,,69.0,61.0,62.0,,,,COOL,COOL,COOL
David Perron,OTT,L,Yellow,66.98679471788715,76.53061224489795,,0.0,,69.0,61.0,62.0,,,,COOL,COOL,COOL
David Perron,OTT,L,Yellow,66.98679471788715,76.53061224489795,,0.08592471358428805,,69.0,61.0,62.0,,,,COOL,COOL,COOL
Justin Faulk,STL,D,Red,57.683073229291715,67.52701080432173,,0.015106691005224398,,63.0,55.0,56.0,,,,COOL,COOL,COOL
Justin Faulk,STL,D,Red,57.683073229291715,67.52701080432173,,0.0,,63.0,55.0,56.0,,,,COOL,COOL,COOL
Justin Faulk,STL,D,Red,57.683073229291715,67.52701080432173,,0.08029057541579047,,63.0,55.0,56.0,,,,COOL,COOL,COOL
Tyler Pitlick,MIN,C,Red,30.552220888355343,7.322929171668667,,0.0056216621381055,,19.0,37.0,36.0,,,,COOL,COOL,COOL
Tyler Pitlick,MIN,C,Red,30.552220888355343,7.322929171668667,,0.0,,19.0,37.0,36.0,,,,COOL,COOL,COOL
Tyler Pitlick,MIN,C,Red,30.552220888355343,7.322929171668667,,0.0,,19.0,37.0,36.0,,,,COOL,COOL,COOL
Alex Steeves,BOS,C,Red,60.74429771908763,36.97478991596639,,0.030844364477573577,,41.0,57.0,58.0,,,,COOL,COOL,COOL
Alex Steeves,BOS,C,Red,60.74429771908763,36.97478991596639,,0.04716981132075472,,41.0,57.0,58.0,,,,COOL,COOL,COOL
Alex Steeves,BOS,C,Red,60.74429771908763,36.97478991596639,,0.0975609756097561,,41.0,57.0,58.0,,,,COOL,COOL,COOL
Denver Barkey,PHI,C,Red,25.75030012004802,26.290516206482593,,0.024742268041237112,,33.0,34.0,33.0,,,,COOL,COOL,COOL
Denver Barkey,PHI,C,Red,25.75030012004802,26.290516206482593,,,,33.0,34.0,33.0,,,,COOL,COOL,COOL
Denver Barkey,PHI,C,Red,25.75030012004802,26.290516206482593,,0.0967741935483871,,33.0,34.0,33.0,,,,COOL,COOL,COOL
Leon Draisaitl,EDM,C,Yellow,94.59783913565425,99.39975990396158,,0.0357611157468113,,86.0,79.0,82.0,,,,COOL,COOL,COOL
Leon Draisaitl,EDM,C,Yellow,94.59783913565425,99.39975990396158,,0.0,,86.0,79.0,82.0,,,,COOL,COOL,COOL
Leon Draisaitl,EDM,C,Yellow,94.59783913565425,99.39975990396158,,0.19025249559600704,,86.0,79.0,82.0,,,,COOL,COOL,COOL
Drew Doughty,LAK,D,Red,49.09963985594238,67.52701080432173,,0.011349510890125926,,63.0,49.0,49.0,,,,COOL,COOL,COOL
Drew Doughty,LAK,D,Red,49.09963985594238,67.52701080432173,,0.028680688336520075,,63.0,49.0,49.0,,,,COOL,COOL,COOL
Drew Doughty,LAK,D,Red,49.09963985594238,67.52701080432173,,0.016051364365971106,,63.0,49.0,49.0,,,,COOL,COOL,COOL
Tyler Tucker,STL,D,Red,24.729891956782712,48.67947178871548,,0.014838892029395138,,49.0,34.0,32.0,,,,COOL,COOL,COOL
Tyler Tucker,STL,D,Red,24.729891956782712,48.67947178871548,,0.0,,49.0,34.0,32.0,,,,COOL,COOL,COOL
Tyler Tucker,STL,D,Red,24.729891956782712,48.67947178871548,,0.0,,49.0,34.0,32.0,,,,COOL,COOL,COOL
Jordan Harris,BOS,D,Red,9.663865546218489,19.08763505402161,,0.029880478087649404,,28.0,24.0,21.0,,,,COOL,COOL,COOL
Jordan Harris,BOS,D,Red,9.663865546218489,19.08763505402161,,0.0,,28.0,24.0,21.0,,,,COOL,COOL,COOL
Jordan Harris,BOS,D,Red,9.663865546218489,19.08763505402161,,0.0,,28.0,24.0,21.0,,,,COOL,COOL,COOL
Anton Lundell,FLA,C,Yellow,88.47539015606243,88.35534213685474,,0.031545741324921134,,78.0,75.0,78.0,,,,COOL,COOL,COOL
Anton Lundell,FLA,C,Yellow,88.47539015606243,88.35534213685474,,0.0364741641337386,,78.0,75.0,78.0,,,,COOL,COOL,COOL
Anton Lundell,FLA,C,Yellow,88.47539015606243,88.35534213685474,,0.07363092498849516,,78.0,75.0,78.0,,,,COOL,COOL,COOL
Clayton Keller,UTA,R,Yellow,94.47779111644657,94.41776710684273,,0.025546862525946033,,82.0,79.0,82.0,,,,COOL,COOL,COOL
Clayton Keller,UTA,R,Yellow,94.47779111644657,94.41776710684273,,0.0,,82.0,79.0,82.0,,,,COOL,COOL,COOL
Clayton Keller,UTA,R,Yellow,94.47779111644657,94.41776710684273,,0.07888131946934385,,82.0,79.0,82.0,,,,COOL,COOL,COOL
Jack St. Ivany,PIT,D,Red,26.770708283313326,31.392557022809125,,0.021797045289416325,,37.0,35.0,33.0,,,,COOL,COOL,COOL
Jack St. Ivany,PIT,D,Red,26.770708283313326,31.392557022809125,,0.0,,37.0,35.0,33.0,,,,COOL,COOL,COOL
Jack St. Ivany,PIT,D,Red,26.770708283313326,31.392557022809125,,,,37.0,35.0,33.0,,,,COOL,COOL,COOL
Ryan McLeod,BUF,C,Yellow,66.02641056422569,82.47298919567827,,0.02504414833841708,,73.0,60.0,62.0,,,,COOL,COOL,COOL
Ryan McLeod,BUF,C,Yellow,66.02641056422569,82.47298919567827,,0.021048938782669706,,73.0,60.0,62.0,,,,COOL,COOL,COOL
